,created,text,location,hashtags,location#
6,2019-10-27 03:16:25,@CoreyDJackson @TravisSheridan Here is one answer to your narrative.  Did you ever go with “Obama is not born in US… https://t.co/sVUfKWJmdA,,[],18
7,2019-10-26 05:10:05,@MargoMcNeil Bingo.  And none of these proposals has any 2nd Amendment implications.,,[],18
8,2019-10-26 05:04:48,"@RyanAFournier You don’t have any idea whether he lied or not.  You have not seen the evidence.
It is one thing to… https://t.co/g1ILinv93m",,[],18
9,2019-10-26 04:11:17,@phlchristo @EagleEdMartin @PhyllisSchlafly @EagleForum @elijahhaahr @RobVescovo @realDonaldTrump Although I do not… https://t.co/pWBfb0pgjF,,[],18
10,2019-10-26 03:00:09,@COPHE_news And State support is low and getting lower.,,[],18
11,2019-10-25 22:29:29,@_SJPeace_ This is pretty damn cool.,,[],18
12,2019-10-25 22:26:55,"@DebLavender It will also save lives of women in domestic abuse environments.
Thank you sponsoring this sensible gun control measure.",,[],18
13,2019-10-25 22:20:02,@whywilliams This is the only inland temperate rain forest on the Continent.  It is lush &amp; beautiful but also cold… https://t.co/WBbk00sETc,,[],18
14,2019-10-25 14:51:26,@whywilliams I know of your skepticism wrt to the gov’t.  These people are 600 miles from the Halls of Power and th… https://t.co/oN0Cs1ZM3v,,[],18
15,2019-10-25 14:48:17,@samuelhlee @mojeanevans Word!  Emory was a truly great Senator.  We agreed on almost nothing except bureaucratic i… https://t.co/q4rtbqM7Ha,,[],18
16,2019-10-25 14:12:22,@SaintLouCo @CoraFaith4MO And virtually all were abused as girls.,,[],18
17,2019-10-25 13:54:12,@mojeanevans The pipes are lead.  Have you not noticed the effect of the lead on Senators?,,[],18
18,2019-10-25 04:38:01,@repdottieb4mo Not so.  Taking a stand against Socialism is different than calling people socialist who are no more… https://t.co/1RcCKRFMK9,,[],18
19,2019-10-24 01:07:17,@RepJasonSmith @WaysMeansCmte You repeatedly voted against legislation that would have extended healthcare to tens… https://t.co/MxtO3B4c0P,,[],18
20,2019-10-23 20:55:22,@sarahemclaugh You are now the 4th Republican who claims to have led the Republicans.  Is even one of you willing t… https://t.co/58UpKzDWw0,,[],18
21,2019-10-23 20:51:30,@RepHartzler Would you be willing to discuss any of those topics with your constituents in an open town hall meeting?,,[],18
22,2019-10-23 15:16:20,We have at least one hibernating bear who made his/her den under an old big round bale. Apparently BRBs are popular… https://t.co/L1OeFOfdpN,,[],18
23,2019-10-23 15:02:03,@Briligerent @scottfaughn @hrehder @believebooks @PresReed For sure,,[],18
24,2019-10-23 14:47:39,@scottfaughn @hrehder @believebooks @PresReed You might also give some thought to the fact that Southern Missouri h… https://t.co/mFSAs3MDWg,,[],18
25,2019-10-23 14:27:41,@sarahfelts @NickBSchroer @elijahhaahr @meaccoleman @AdamSchnelting @BobOnderMO @Koenig4MO @HannahKellyMO… https://t.co/6BdJgHu01k,,[],18
0,2019-10-29 20:06:00,"Ok, @MegPatrickMusic repping #TrailerTrashTammy on her insta story just made me love her even more 🙏🏼😂 #MajesticAsFuck @chelcielynnn",,"[Hashtag(Text='TrailerTrashTammy'), Hashtag(Text='MajesticAsFuck')]",19
1,2019-10-28 21:29:39,Make Memories with Miranda Lambert //tasteofcountry.com,,[],19
2,2019-10-28 21:29:31,Make Memories with Miranda Lambert //tasteofcountry.com/contests/sweeps/miranda-lambert-memories/,,[],19
3,2019-10-28 03:47:51,I forgot to drink water for 2 days....,,[],19
4,2019-10-26 20:46:46,Getting ready to move out with my best friend and I am fucking excited 🥳,,[],19
0,2019-10-29 18:29:03,Could these two be any cuter? Tiger and Campy = brotherly #greyhound ❤️🐾🐾❤️ #greyhoundsofinstagram… https://t.co/ohYUbk5FMW,"{'type': 'Point', 'coordinates': [48.4736, -120.179]}","[Hashtag(Text='greyhound'), Hashtag(Text='greyhoundsofinstagram')]",25
1,2019-10-29 17:53:07,"Are you up for a Tasty Tuesday Special?  Today at Guido’s Deli, try our Pizza Panini on Sourdough! #winthropwa @ Th… https://t.co/GDU9SHJHXD","{'type': 'Point', 'coordinates': [48.4775599, -120.1843]}",[Hashtag(Text='winthropwa')],25
2,2019-10-28 19:58:56,Great way to start your week!  Pastrami on Swirled Rye. Today’s Special!  #guidosdeli #winthropwa @ The Winthrop St… https://t.co/pamkLN4kwb,"{'type': 'Point', 'coordinates': [48.4775599, -120.1843]}","[Hashtag(Text='guidosdeli'), Hashtag(Text='winthropwa')]",25
3,2019-10-28 16:58:49,Campagnolo is a natural with the yogurt cup. #likeaboss #retiredprofessionalathlete #greyhoundsofinstagram… https://t.co/uzthXo6Gow,"{'type': 'Point', 'coordinates': [48.4736, -120.179]}","[Hashtag(Text='likeaboss'), Hashtag(Text='retiredprofessionalathlete'), Hashtag(Text='greyhoundsofinstagram')]",25
4,2019-10-27 22:41:44,Someone seems very comfortable in his new home. Someone else seems very happy to be home. Campy &amp; Tiger first day t… https://t.co/2Kt5xhUMCV,"{'type': 'Point', 'coordinates': [48.4736, -120.179]}",[],25
5,2019-10-25 18:05:17,Celebrate TGIF with a Turkey Pesto Provalone Panini. Hot Dogs and Polish Sausage always available on the Roller Gri… https://t.co/wep3fdV6iS,"{'type': 'Point', 'coordinates': [48.4775599, -120.1843]}",[],25
6,2019-10-21 19:20:23,New at Guido’s Deli!  Nacho Cheese Machine and Roller Grill. Today’s Special is Chili Dog and Nachos! @ The Winthro… https://t.co/jj7PppigOW,"{'type': 'Point', 'coordinates': [48.4775599, -120.1843]}",[],25
0,2019-10-30 16:09:46,How is it only Wednesday? How is this the longest #Halloween season ever?,,[Hashtag(Text='Halloween')],26
1,2019-10-30 16:08:02,@erininnashville @missbethd Bursitis! Better than a spider bite or shingles but very random and weird without an in… https://t.co/EN6uMHi1dE,,[],26
2,2019-10-30 16:06:44,"@lesleyest Bursitis is the verdict, so weird 🤷‍♂️ but better than a spider bite",,[],26
3,2019-10-30 16:06:14,@_sweetsufferer_ @MsAlexandraS @chicagomistress @GODDESSCHEYENNE @ireneboss @vinylsolution @SophiaLarou… https://t.co/SjM4hrJLUO,,[],26
4,2019-10-30 16:04:34,@itstr18h Heck yes come!!!,,[],26
5,2019-10-30 16:03:47,@itstr18h Literally made me so much more excited to go hahaha!! Come visit me!!!,,[],26
0,2019-10-30 16:09:41,If my boy does this it’s over.. https://t.co/WFkOHZPLWa,,[],27
1,2019-10-30 15:50:01,@friedflower dude fckn right..... it’s 15 degrees here i am not thriving,,[],27
2,2019-10-30 15:46:03,James really has me considering Decadence 👀,,[],27
3,2019-10-30 15:41:04,COLD FALL #WALKnTALK on the western edge of Yakima. https://t.co/9s2cmO90F2,,[Hashtag(Text='WALKnTALK')],27
0,2019-10-30 14:31:10,@dillnelson2o Hahah fuck not yet. 😂,,[],28
1,2019-10-30 13:53:03,I ain’t gonna raise my baby in this household especially the way my boyfriend and I get treated. I wish the places… https://t.co/4zI5L9z6UQ,,[],28
2,2019-10-30 05:44:33,@NesianLovee At least someone feel me! Haha thanks.,,[],28
3,2019-10-30 04:50:20,Me &amp; Landon next summer. We out cheaaa. https://t.co/oFVhiXoYxf,,[],28
4,2019-10-30 04:25:01,Lmfaoo these hoes ain’t loyal! https://t.co/xmXYjfNfCU,,[],28
5,2019-10-30 04:24:01,"October 2018 me and my sis saw Cole Swindell, Dustin Lynch and Lauren Alaina. October 2017 we saw Russ @ The Red Ro… https://t.co/lNh1AjDmdF",,[],28
6,2019-10-30 03:39:36,Shits never easy. 😂 https://t.co/lFMPA3Qu1s,,[],28
7,2019-10-30 03:37:43,Its crazy how quickly you can get over certain shit. But you cant force someone to leave. I'm stuck bruh. 🤷‍♀️😂🤦‍♀️,,[],28
8,2019-10-29 23:32:58,When people feel the need to tell you about all the local Facebook drama. 🥴 bruh mfs on Facebook be so fuckingg che… https://t.co/z31dfbsoDR,,[],28
9,2019-10-29 23:29:09,"@theonlytiarahj New phone, who dis?",,[],28
10,2019-10-29 23:25:56,@Qualitttty 🥴🥴 I been gone then!,,[],28
11,2019-10-29 23:22:33,I just be on here scrolling around and retweeting shit 😂 unless I gotta rant then ima send a tweet. 😩🤣👏🏽,,[],28
12,2019-10-29 23:14:40,I leave for Vegas in two days and I still don’t know wtf to pack. At this point I’m just worried if all my shoes are gonna fit. 🤔🤔,,[],28
13,2019-10-29 22:12:52,@xhernandezx97 Been there too. 🤷‍♀️😂 You're little 8 hours wasnt jail so stop. 😂🤦‍♀️,,[],28
14,2019-10-29 20:54:18,Money over bitches. &gt;&gt;,,[],28
15,2019-10-29 20:53:56,Lost myself for a few weekends there. Time to refocus &amp; get my bank back up there. 🤑🤑🤑🤑🤑,,[],28
16,2019-10-29 20:49:54,I miss the old me..,,[],28
17,2019-10-29 20:49:00,@jahdae_ Felt that 😂💀,,[],28
18,2019-10-29 20:34:38,Once a week 😂 https://t.co/dzrbgImSit,,[],28
19,2019-10-29 20:33:14,I turned in my job app with my resume and reference letters attached. I’m aiming for billing clerk and I really hop… https://t.co/NyPy657v1U,,[],28
0,2019-10-30 16:13:27,@jesse_duplantis I Wholeheartedly Agree!!~,,[],30
1,2019-10-30 16:11:57,@coybarker Father In HEAVEN 🙏~ I Humbly Recieve!!~ Bless You Dr. Coy... Your Annointing is So Valuable to Us ALL!!~,,[],30
2,2019-10-30 16:07:09,@TWCWisdomCenter Yes... Thank You Heavenly Father 🙏 Thank Dr. Mike for All You Share!!~,,[],30
3,2019-10-30 16:05:29,@deebowmanbarker Amen!!~,,[],30
4,2019-10-30 15:33:54,@_jourdancole @FirehouseSubs It really is and as much as I am so thankful my body is able to do things some women u… https://t.co/kTic2XszQp,,[],30
5,2019-10-30 04:53:56,@drmikemurdock Absolutely!!~ Thank You So Much Dr. Mike for Your Healing Prayer that has Removed My Body Pain!!~,,[],30
6,2019-10-30 04:48:48,"@deebowmanbarker Yes, Yes, Yes, Father Please do not let Me Miss It, as I fall Asleep in Your Arms!!~",,[],30
7,2019-10-30 03:22:16,"@MileHighReport To be fair, Broncos offense does currently consist of: Receive snap, Hold ball, Await rush , Evade… https://t.co/MuTIKZmtEb",,[],30
8,2019-10-30 03:19:41,@coybarker Amen!!~ I Receive!!~,,[],30
9,2019-10-30 03:18:48,"@coybarker I Receive... As Thankfully and Humbly walk through Your Doors, Father~",,[],30
10,2019-10-30 03:16:58,@coybarker I Humbly Recieve!!~ Thank You So Very Much ❤️,,[],30
11,2019-10-30 03:14:09,@coybarker I Receive!!£ 🥰,,[],30
12,2019-10-30 03:13:36,@coybarker Thank You 😊 ❤️ These words mean so very much!!~,,[],30
13,2019-10-30 03:12:36,"@coybarker Yes, Yes, Yes!!~",,[],30
14,2019-10-30 02:20:06,fucking dawg nosey af..😭😭 https://t.co/Gg9E9icGkl,,[],30
15,2019-10-30 02:04:50,Great team retreat! The BPMPDX team is excited about 2020! @ La Mexicana https://t.co/84olT2MGY2,"{'type': 'Point', 'coordinates': [45.45609, -123.84189]}",[],30
0,2019-10-30 03:30:19,Literally me today... even though I’ve got a pretty good handle on my anxiety it can still just hit me outta nowher… https://t.co/bWzYBwRvYF,,[],33
1,2019-10-29 01:13:44,The cure for cold feet. #knitting https://t.co/DpUijFm00M,,[Hashtag(Text='knitting')],33
2,2019-10-28 21:12:09,@DJTarget AGREED!!!!!,,[],33
3,2019-10-28 04:39:01,Let your own voice be heard. So find that thing that helps you let say what you gotta say.  Learning to knit taught… https://t.co/4CCE2pcnz4,,[],33
4,2019-10-27 23:21:11,"Nope, I’m not old. My yarn most likely will be neon. my needles will be spray painted &amp;my sweet spot is projects th… https://t.co/pBOicIPn5J",,[],33
5,2019-10-26 17:06:44,"No idea it would be my “thing” but , here I am ten years later knitting like a badass . 🧶😜 #knitting https://t.co/psetn27rUZ",,[Hashtag(Text='knitting')],33
6,2019-10-24 13:48:09,Decorating my knitting studio with all the things I love 💗 💗💗 https://t.co/wibRD9wcSx,,[],33
7,2019-10-22 15:09:58,I’m eating cookies for breakfast...like a proper grown up. 😂 #AdultingAndStuff,,[Hashtag(Text='AdultingAndStuff')],33
8,2019-10-22 00:10:13,Hey @RosieBarton here's a little message from the @RMESGriz kids! #elxn43 https://t.co/wxCx84IzUH,,[Hashtag(Text='elxn43')],33
9,2019-10-21 16:13:58,@CTVNews our amazing @RMESGriz students have a message for Canadians #elxn43 https://t.co/KVCEEPYiBg,,[Hashtag(Text='elxn43')],33
10,2019-10-21 15:40:06,@CBCNews our amazing @RMESGriz students have a message for Canadians! #elxn43 https://t.co/4r4lKWQvM0,,[Hashtag(Text='elxn43')],33
0,2019-10-29 20:43:48,"HUMAN! 
I hear it is National CAT Day. Why is there no National BUNNY Day?
-Cappuccino 
Some would say that is East… https://t.co/4KmTxjehkn","{'type': 'Point', 'coordinates': [47.1641, -114.848]}",[],34
1,2019-10-29 19:21:53,"It is an astoundingly beautiful and devilishly frigid day.
6° this morning.
Brrrrr
.
.
#cold #montana #superior… https://t.co/DM3t8kvg0t","{'type': 'Point', 'coordinates': [47.1641, -114.848]}","[Hashtag(Text='cold'), Hashtag(Text='montana'), Hashtag(Text='superior')]",34
2,2019-10-28 22:36:28,"Lemon Sugar Cookies with a Lemon Glaze
Adapted from the great cookbook from @doriegreenspan - Dorie's Cookies.
.
Th… https://t.co/a3UY2qz7Lh","{'type': 'Point', 'coordinates': [47.1641, -114.848]}",[],34
3,2019-10-28 16:10:20,"It's snowing. 
.
.
#snow #snowstagram #winter #instasnow #weather #montana #superior #scenery #beauty… https://t.co/qwVlJ03Qna","{'type': 'Point', 'coordinates': [47.1641, -114.848]}","[Hashtag(Text='snow'), Hashtag(Text='snowstagram'), Hashtag(Text='winter'), Hashtag(Text='instasnow'), Hashtag(Text='weather'), Hashtag(Text='montana'), Hashtag(Text='superior'), Hashtag(Text='scenery'), Hashtag(Text='beauty')]",34
4,2019-10-28 02:42:33,"KITTENS?
You are not bringing more felines into this house are you?
-Cappuccino 
If I do, I do. It's my house.
-the… https://t.co/mu6RQJo5m4","{'type': 'Point', 'coordinates': [47.1641, -114.848]}",[],34
5,2019-10-26 19:49:10,"It's the kind of day to snuggle up with a friend and take a nap.
-Harry
.
.
#harryandthetrout #thetrout… https://t.co/VoKLlL7nR6","{'type': 'Point', 'coordinates': [47.1641, -114.848]}","[Hashtag(Text='harryandthetrout'), Hashtag(Text='thetrout')]",34
6,2019-10-25 23:12:22,"AD The last of my #puttingfoodby jobs for this year and the one I like least.
.
The onions. I hate cutting up the o… https://t.co/V6xe8v7MC3","{'type': 'Point', 'coordinates': [47.1641, -114.848]}",[Hashtag(Text='puttingfoodby')],34
7,2019-10-25 17:37:27,The last of this years tomatoes went into one last batch of ketchup. I started canning it in quarts because the hub… https://t.co/0R3IopfkLt,"{'type': 'Point', 'coordinates': [47.1641, -114.848]}",[],34
8,2019-10-25 16:15:56,"I will get you back for this human
-Cappuccino 
.
.
#cappuccinothebunny #derp #derpface #derpybunny #rescuebunny… https://t.co/xJ6BVfV177","{'type': 'Point', 'coordinates': [47.1641, -114.848]}","[Hashtag(Text='cappuccinothebunny'), Hashtag(Text='derp'), Hashtag(Text='derpface'), Hashtag(Text='derpybunny'), Hashtag(Text='rescuebunny')]",34
9,2019-10-24 20:05:04,AD Head over to the blog to get a recipe for the best fried pork I have had in a long time. It's thanks to a recipe… https://t.co/JAHju6MsJI,"{'type': 'Point', 'coordinates': [47.1641, -114.848]}",[],34
