,created,text,location,hashtags,locationcoor
21,2019-10-31 18:10:53,"@RealAssJB 😂 I’m at work reading this shit, I done fucked around an said “wipe me down” lady talm bout excuse me 😂😂😭",,[],"26.427,-80.506,10mi"
22,2019-10-31 18:09:01,@armasylvia @JoeyINTL @catturd2 You are proof of the level of stupidity of Trump supporters. You just responded to… https://t.co/rxPV2MW6kA,,[],"26.427,-80.506,10mi"
23,2019-10-31 18:06:30,I’m cool on her I done had her... 😎,,[],"26.427,-80.506,10mi"
24,2019-10-31 18:02:26,@aschuler_ny @AnnCoulter I was going to say she must be off her meds!,,[],"26.427,-80.506,10mi"
25,2019-10-31 18:01:11,@gbfromoc @AnnCoulter I like you Jay B,,[],"26.427,-80.506,10mi"
26,2019-10-31 17:39:17,@lenapple @realDonaldTrump Copy that,,[],"26.427,-80.506,10mi"
27,2019-10-31 17:38:45,@bryanbehar And now he is bribing and extorting Senate Republicans with campaign cash donations in exchange for the… https://t.co/tOZjwQv2s1,,[],"26.427,-80.506,10mi"
28,2019-10-31 17:31:13,Her vocal range is amazing! Listening to her sing gave me another reason of why I’m so proud to be the Principal of… https://t.co/hZI7hu8NkU,,[],"26.427,-80.506,10mi"
29,2019-10-31 17:26:41,"@MiamiHerald @AP Billion currency me too,Mr. Dizenzo",,[],"26.427,-80.506,10mi"
30,2019-10-31 17:19:06,Did you know 300 million lbs of fresh produce rots in the fields in #Florida while we have #hunger and… https://t.co/yujWVBlIpX,,"[Hashtag(Text='Florida'), Hashtag(Text='hunger')]","26.427,-80.506,10mi"
31,2019-10-31 16:37:23,This is so telling. If she really thinks there’s nothing wrong with what he did then why not just say so?… https://t.co/WLS2cFsqIC,,[],"26.427,-80.506,10mi"
32,2019-10-31 16:32:41,@lizcheney_WY Why didn’t you mention the fact that #moscowmitch has hundreds of bills in his graveyard when you tal… https://t.co/0CBzPEmx4e,,[Hashtag(Text='moscowmitch')],"26.427,-80.506,10mi"
33,2019-10-31 15:33:56,Cheese Danish from Starbucks so good,,[],"26.427,-80.506,10mi"
34,2019-10-31 15:07:41,Para Myke Towers** https://t.co/5HBfEabzBy,,[],"26.427,-80.506,10mi"
35,2019-10-31 14:39:57,@FoxNews is unwatchable right now with with left wing Chris Wallace providing commentary. Can he be more biased aga… https://t.co/JALlJWmDaT,,[],"26.427,-80.506,10mi"
36,2019-10-31 12:48:34,"@blue_coming @realDonaldTrump Big Deal, The NBA are un-American. They knock this County that made them Multi Millio… https://t.co/9hPbvh0vBT",,[],"26.427,-80.506,10mi"
37,2019-10-31 12:44:47,@parapitt @RealCandaceO You lie!,,[],"26.427,-80.506,10mi"
38,2019-10-31 12:43:44,"@acephalelephant @Michael37421617 @WayneDupreeShow Just do it, stop talking about it",,[],"26.427,-80.506,10mi"
39,2019-10-31 10:27:40,"@EBJunkies @moneymetalcakes @GlassJoeJP @drabtshirt @JunksRadio  As a life long die-hard RedSox fan, my earliest me… https://t.co/O06G7Bfdlg",,[],"26.427,-80.506,10mi"
40,2019-10-31 05:16:15,@KatieHill4CA @BradleyWhitford @cspan I think you should reconsider considering Papadopolous set you up!!,,[],"26.427,-80.506,10mi"
41,2019-10-31 05:15:08,@BarbMcQuade Even if it were true...SO WHAT??!! Does the way you catch the murderer change the fact that he KILLED… https://t.co/bMOWHrbMhB,,[],"26.427,-80.506,10mi"
42,2019-10-31 05:01:00,@MeghanMcCain @GMA Not hard enough,,[],"26.427,-80.506,10mi"
43,2019-10-31 04:23:39,@EBJunkies @granthpaulsen @MikeWiseguy @funnydanny @DanHellie Those of us still awake already know this attached su… https://t.co/JjGOYmaxtm,,[],"26.427,-80.506,10mi"
44,2019-10-31 03:54:12,Woot Woot https://t.co/IOYcsTw9Xs,,[],"26.427,-80.506,10mi"
45,2019-10-31 03:16:48,@NickTurturro1 As @Yankees fans you know you already have.,,[],"26.427,-80.506,10mi"
46,2019-10-31 03:13:18,@IslesMarriott @Kmarkobarstool But they're still dead! #vivalastool #saturdaysarefortheboys https://t.co/nvMLNZFccg,,"[Hashtag(Text='vivalastool'), Hashtag(Text='saturdaysarefortheboys')]","26.427,-80.506,10mi"
47,2019-10-31 02:35:27,@stoolpresidente @laurawags One Wags...... everyone knows the tool! #vivalastool,,[Hashtag(Text='vivalastool')],"26.427,-80.506,10mi"
48,2019-10-31 02:17:55,@FSUFootball up next 🍢 https://t.co/U3Txglp3xt,,[],"26.427,-80.506,10mi"
49,2019-10-31 01:47:50,Sames! https://t.co/5zCk4ue7xn,,[],"26.427,-80.506,10mi"
50,2019-10-31 01:28:56,Just got out of @jojorabbitmovie and it's legitimately one of the best movies I've seen this year. Outside of his c… https://t.co/72JukKfe4d,,[],"26.427,-80.506,10mi"
51,2019-10-31 01:26:27,@Naannzzz Idk why I've never tried it before,,[],"26.427,-80.506,10mi"
52,2019-10-30 23:18:20,"Thank you School Board Member, Karen Brill, for coming to West Boca Raton High School! Our students appreciated you… https://t.co/gEkGlHdKF7",,[],"26.427,-80.506,10mi"
53,2019-10-30 23:17:15,@marklutchman Happy to see someone else loves Jesus,,[],"26.427,-80.506,10mi"
54,2019-10-30 22:55:07,Glorious Day!!!! https://t.co/Mm1arxWsHW,,[],"26.427,-80.506,10mi"
55,2019-10-30 20:32:04,@broadwaycom Margaret Hamilton.,,[],"26.427,-80.506,10mi"
56,2019-10-30 19:47:33,What kindness and love! My 50th was amazing!! 🎂🎉🍾🥰 https://t.co/vcmbSnHFYt,,[],"26.427,-80.506,10mi"
57,2019-10-30 17:03:13,"@ToyotaMotorCorp Hurry up second time, hurry up, Mr.Dizenzo",,[],"26.427,-80.506,10mi"
58,2019-10-30 14:17:11,@adamcarolla They’re all funny,,[],"26.427,-80.506,10mi"
59,2019-10-30 14:13:17,Retweet this folks. It benefits veterans. https://t.co/MjdRNDCacZ,,[],"26.427,-80.506,10mi"
60,2019-10-30 14:11:56,@DaleJr @ToddGilliland_ @KyleBusch Holy shit. I love Dale Jr. even more now. greatest response EVER,,[],"26.427,-80.506,10mi"
61,2019-10-30 10:32:07,Hate the cold weather!!!,,[],"26.427,-80.506,10mi"
62,2019-10-30 03:36:18,@DanHellie TONY TWO BAGS!! I. LOVE. YOU!!! ( PAY th’MAN!!!) 7-2  NATS!!! 2 run 9th inning insurance double at his hometown!!,,[],"26.427,-80.506,10mi"
63,2019-10-30 03:36:10,@GlassJoeJP TONY TWO BAGS!! I. LOVE. YOU!!! ( PAY th’MAN!!!) 7-2  NATS!!! 2 run 9th inning insurance double at his hometown!!,,[],"26.427,-80.506,10mi"
64,2019-10-30 03:35:54,@1067theFan TONY TWO BAGS!! I. LOVE. YOU!!! ( PAY th’MAN!!!) 7-2  NATS!!! 2 run 9th inning insurance double at his hometown!!,,[],"26.427,-80.506,10mi"
65,2019-10-30 03:35:29,@granthpaulsen TONY TWO BAGS!! I. LOVE. YOU!!! ( PAY th’MAN!!!) 7-2  NATS!!! 2 run 9th inning insurance double at his hometown!!,,[],"26.427,-80.506,10mi"
66,2019-10-30 03:28:32,School Punishment: Your Child's Legal Rights Without an IEP https://t.co/Jvt4kClQ9k,,[],"26.427,-80.506,10mi"
67,2019-10-30 03:03:01,"@granthpaulsen WELL PUT, PAL!",,[],"26.427,-80.506,10mi"
68,2019-10-30 02:53:35,@moneymetalcakes SUCH. A.  HORSESHIT CALL!  Text book by Trea!!!!!,,[],"26.427,-80.506,10mi"
69,2019-10-30 02:47:23,@DanHellie Buck annoys me : MLB &amp; NFL. Get Hellie in there!!!,,[],"26.427,-80.506,10mi"
70,2019-10-30 02:46:05,@czabe @bretradio Buck has ALWAYS annoyed the s@&amp;$t outta me. MLB &amp; NFL!!,,[],"26.427,-80.506,10mi"
71,2019-10-30 02:44:58,@1067theFan ...and Buck annoys the sh@&amp; outta me!!!!,,[],"26.427,-80.506,10mi"
72,2019-10-30 02:42:50,@granthpaulsen STRASS!!!!!!,,[],"26.427,-80.506,10mi"
73,2019-10-30 02:42:29,@EBJunkies STRASS!!,,[],"26.427,-80.506,10mi"
74,2019-10-30 02:40:14,Im literally gonna drug tf outta myself tomorrow because there is absolutely no way I can handle a 12 hour flight w… https://t.co/Gcwl0QI7zR,,[],"26.427,-80.506,10mi"
75,2019-10-30 02:34:40,@granthpaulsen KEEP. HIM. IN !!!!,,[],"26.427,-80.506,10mi"
76,2019-10-30 02:33:41,"@EBJunkies that was a 1-5-6 infield out, EB 🤡🤡🤡 Nailbiter nonetheless!!",,[],"26.427,-80.506,10mi"
77,2019-10-30 02:32:25,Whoever got me sick a day before my Vacation your mom is a HOE,,[],"26.427,-80.506,10mi"
78,2019-10-30 02:31:53,I am so proud of @OmniMiddle1 Omni’s science department and our students. We all worked so hard and our students pr… https://t.co/K1ic6rKQDZ,,[],"26.427,-80.506,10mi"
79,2019-10-30 02:20:19,@granthpaulsen Keep him in till HE says so!! ALL HANDS!!!!,,[],"26.427,-80.506,10mi"
80,2019-10-30 02:19:06,@EBJunkies Big toofed terror!! EVERY time he’s up!!!!,,[],"26.427,-80.506,10mi"
81,2019-10-30 02:17:51,@EBJunkies Keep him on till HE says so!! ALL HANDS!!!!,,[],"26.427,-80.506,10mi"
82,2019-10-30 01:50:48,Snipear en Crossfire y Killhouse &gt;&gt;&gt;,,[],"26.427,-80.506,10mi"
83,2019-10-30 00:57:50,@fred_guttenberg Right on Fred!,,[],"26.427,-80.506,10mi"
84,2019-10-30 00:53:44,@ProudResister Well said,,[],"26.427,-80.506,10mi"
85,2019-10-30 00:52:19,"@mmpadellan @NicolleDWallace Saw it, loved it.",,[],"26.427,-80.506,10mi"
86,2019-10-30 00:49:00,@funder Well said! He died not deserve to receive taxpayers hard earned money to NOT work for the taxpayers and he… https://t.co/FysEdAMuOS,,[],"26.427,-80.506,10mi"
87,2019-10-30 00:48:34,"Super Hero Day with a Super K Girl❣️🦇 🦸‍♀️ 

@rosies_ranch @SPESleader @ShineonSPES @KristinMenschel https://t.co/hsTrtDBZJR",,[],"26.427,-80.506,10mi"
88,2019-10-30 00:33:46,When you got your @festivaltortuga tickets for April and know you will be seeing @coleswindell in 2020 https://t.co/IMeeCQEfe4,,[],"26.427,-80.506,10mi"
89,2019-10-30 00:11:08,@zacbrownband Come back down to South Florida!!! ❤️🎶❤️,,[],"26.427,-80.506,10mi"
90,2019-10-30 00:09:13,@coleswindell @LukeBryanOnline @JonTLangston ❤️❤️❤️ Best Concert this summer!!!,,[],"26.427,-80.506,10mi"
91,2019-10-29 23:46:58,@CaitlinCotner for scouty!! https://t.co/4KuWg0ftMu,,[],"26.427,-80.506,10mi"
92,2019-10-29 23:01:45,Im in so much pain ... and I can’t go home,,[],"26.427,-80.506,10mi"
93,2019-10-29 21:30:48,"""Every one of those small improvements to any component in your system architecture will add up. Make enough small… https://t.co/75dCJdbrpQ",,[],"26.427,-80.506,10mi"
94,2019-10-29 18:35:35,See a virtual tour of my listing on 10496 Milburn Lane #BocaRaton #FL  #realestate https://t.co/6PHySFFset https://t.co/eIjSYTLyUN,"{'type': 'Point', 'coordinates': [26.3902, -80.2114]}","[Hashtag(Text='BocaRaton'), Hashtag(Text='FL'), Hashtag(Text='realestate')]","26.427,-80.506,10mi"
95,2019-10-29 16:48:22,You realize and appreciate a lot of shit as you get older,,[],"26.427,-80.506,10mi"
96,2019-10-29 16:27:02,"@ProMusicRights What’s this , a candidate for your debt portfolio?",,[],"26.427,-80.506,10mi"
97,2019-10-29 16:17:24,Caught a glimpse of the new #TurfStrap green technology on #mondaynightfootball ! https://t.co/X9n86e5nW0,,"[Hashtag(Text='TurfStrap'), Hashtag(Text='mondaynightfootball')]","26.427,-80.506,10mi"
0,2019-11-01 16:46:58,Btw I have a new stylus coming in next week bc I was really dumb and put a noodle in my old one as a joke and I bro… https://t.co/N0VleCP6j7,,[],"28.737,-81.999,10mi"
1,2019-11-01 16:45:55,So how bout I came in 16/581 tournament ... won $1000... was mad I ain’t win the 25k so I put the whole band on roulette and lost lol smh,,[],"28.737,-81.999,10mi"
2,2019-11-01 16:43:21,Shelter workers were just finally get this dog to eat again yesterday; it was still shaking scared of people after… https://t.co/02Lcs620Ms,,[],"28.737,-81.999,10mi"
3,2019-11-01 16:39:10,Great news Florida. We are about to have our first President who calls Florida home! Can we send Broward and Palm B… https://t.co/2GcneTkSsp,,[],"28.737,-81.999,10mi"
4,2019-11-01 16:32:30,Anyone have any info on this or know who any of them are? We can make them famous https://t.co/SWQ4eykroz,,[],"28.737,-81.999,10mi"
5,2019-11-01 16:28:03,@codeofvets @Pearls_N_Guns Thanks to your organization and fellow Patriots who helped this vet and here precious fa… https://t.co/qz1pHYQO3F,,[],"28.737,-81.999,10mi"
6,2019-11-01 16:18:53,@OrlandoWeekly Hey @OrlandoWeekly is it any wonder that you have to give your rag of a paper away for free and get… https://t.co/k2JN5mGzG8,,[],"28.737,-81.999,10mi"
7,2019-11-01 16:08:35,@coachjoshheupel @UCF_Football I know my dad would love the citronaut that he designed on there. https://t.co/mBAUL4DMn3,,[],"28.737,-81.999,10mi"
8,2019-11-01 16:05:10,@AnjiPassion @ScribbledPages1 @NYGovCuomo @realDonaldTrump We welcome you but please don't tell us how you did it i… https://t.co/KnxfmU261o,,[],"28.737,-81.999,10mi"
9,2019-11-01 16:04:41,"""Same here, I’d honestly faint if I did""

Maybe if I won like $10k or something I’d faint

https://t.co/DlmnEmejuu",,[],"28.737,-81.999,10mi"
10,2019-11-01 15:58:27,Thanks to all those military families who are just as important as the service members. It's not easy.… https://t.co/pkzxmyhTCh,,[],"28.737,-81.999,10mi"
11,2019-11-01 15:52:25,I’m at the social security office... 😒 I Hate Waiting ‼️😤,,[],"28.737,-81.999,10mi"
12,2019-11-01 15:51:09,Damn I Don’t Have Patience For This Shitt... I See Why The Women Do All the Paper Work,,[],"28.737,-81.999,10mi"
13,2019-11-01 15:45:55,Historic site of the Dade battle where the Seminole Indians beat US soldiers. 105 US soldiers and three Seminole we… https://t.co/kGl3njEyio,"{'type': 'Point', 'coordinates': [28.65127492, -82.12594767]}",[],"28.737,-81.999,10mi"
14,2019-11-01 15:40:14,"@thinnestmmiyaa Drink loads of water, high protein yogurt is filling and just always eat at a scheduled time. Starv… https://t.co/Hzn4WTQY0X",,[],"28.737,-81.999,10mi"
15,2019-11-01 15:38:43,@IWillBeSkinny5 Every damn morning,,[],"28.737,-81.999,10mi"
16,2019-11-01 15:38:21,Omg a Library date...,,[],"28.737,-81.999,10mi"
17,2019-11-01 15:37:55,It’s November. Time to lose 30lbs bitches.,,[],"28.737,-81.999,10mi"
18,2019-11-01 15:34:59,Don’t call me cute this will happen https://t.co/bfE4U1tEsv,,[],"28.737,-81.999,10mi"
19,2019-11-01 15:34:40,"If you're looking for work in #Leesburg, FL, check out this #Retail job via the link in our bio: STORE MANAGER in L… https://t.co/2ve6TAeGcA","{'type': 'Point', 'coordinates': [28.810823, -81.8778582]}","[Hashtag(Text='Leesburg'), Hashtag(Text='Retail')]","28.737,-81.999,10mi"
20,2019-11-01 15:34:30,🚨I need someone to help me with my tinder profile 🚨,,[],"28.737,-81.999,10mi"
21,2019-11-01 15:19:15,"When you have doubts, questions, don’t get down on yourself. God’s not disappointed in you. You don’t have to have… https://t.co/kZ7dZpP8Ps","{'type': 'Point', 'coordinates': [28.75596713, -81.87802045]}",[],"28.737,-81.999,10mi"
22,2019-11-01 15:11:24,@ScottforFlorida @ewarren Notice how we don't call social security a tax?,,[],"28.737,-81.999,10mi"
23,2019-11-01 15:09:29,"@beefLEGGENDARIA How could you forget the best holiday, Thanksgiving?",,[],"28.737,-81.999,10mi"
24,2019-11-01 15:04:49,My favorite time of the year has begun :) https://t.co/g8frEB9Ayf,,[],"28.737,-81.999,10mi"
25,2019-11-01 15:04:28,@drawandstrike Do u think they have known since the Bush funeral when Pres. Trump handed them all an envelope?,,[],"28.737,-81.999,10mi"
26,2019-11-01 15:00:55,@NolteNC @BreitbartNews She would have done it to any Republican if the shoe was on the other foot.,,[],"28.737,-81.999,10mi"
27,2019-11-01 14:59:29,Isn't that the oldest professional job in the world? https://t.co/3PCqbAocn6,,[],"28.737,-81.999,10mi"
28,2019-11-01 14:58:22,@ObeyDweeby It’s pretty fun man. Has mw2 feels.,,[],"28.737,-81.999,10mi"
29,2019-11-01 14:56:34,@DavidAmerland @OmiSido @essentialskill @andijarvis @simoncox @nickwilsdon @RoxanaStingu @AndrewNguyenSEO @aleyda… https://t.co/QAOeKXTDif,,[],"28.737,-81.999,10mi"
30,2019-11-01 14:56:30,@codeofvets Took that oath 36 years ago and still live by it,,[],"28.737,-81.999,10mi"
31,2019-11-01 14:52:03,A Rookie Fingers baseball card is offensive content? https://t.co/BtXZlwlOvm,,[],"28.737,-81.999,10mi"
0,2019-11-01 16:47:30,@CatchMeBC @JabariParker We still gave y’all another L...,,[],"26.681,-80.408,10mi"
1,2019-11-01 16:40:21,The strongest argument for robot umpires yet @JeffPassan @minakimes https://t.co/4szPgLgxsE,,[],"26.681,-80.408,10mi"
2,2019-11-01 16:39:35,So I got fired for dress code lol.. actually loved that job honestly.,,[],"26.681,-80.408,10mi"
3,2019-11-01 16:30:07,Mall,,[],"26.681,-80.408,10mi"
4,2019-11-01 16:28:12,My mf mouth hot af now hot ass chicken,,[],"26.681,-80.408,10mi"
5,2019-11-01 16:21:29,Minnie Mouse was putting in some heavy reading before her first trick or treat expedition https://t.co/9hOAL1ddso,,[],"26.681,-80.408,10mi"
6,2019-11-01 16:20:17,Boy she hooked this mf chicken up store made,,[],"26.681,-80.408,10mi"
7,2019-11-01 16:19:14,The boyz got turtle 🐢 ave booming  like it pose to be 💰,,[],"26.681,-80.408,10mi"
8,2019-11-01 16:16:55,See I know how it gone go every time I study this shit 🤧,,[],"26.681,-80.408,10mi"
9,2019-11-01 16:14:31,Krazy but it tru 😩,,[],"26.681,-80.408,10mi"
10,2019-11-01 16:14:27,See a virtual tour of my listing on 2104 Lakeview Drive W # 2104 #RoyalPalmBeach #FL  #realestate… https://t.co/yS3JxyQ0jq,"{'type': 'Point', 'coordinates': [26.707, -80.2254]}","[Hashtag(Text='RoyalPalmBeach'), Hashtag(Text='FL'), Hashtag(Text='realestate')]","26.681,-80.408,10mi"
0,2019-11-01 16:14:43,@hilnicole29 completely feel this.,,[],"31.605,-99.081,10mi"
1,2019-11-01 16:12:41,@darkoooo_ Later fasho,,[],"31.605,-99.081,10mi"
2,2019-11-01 16:11:27,i will have a 2 month old on the 19th. where has the time gone?😭😭😭,,[],"31.605,-99.081,10mi"
3,2019-11-01 16:04:00,"I understand thanksgiving is the next holiday, but I can be holly &amp; jolly while being thankful. 

Thanks for coming… https://t.co/jUb8QT9TgI",,[],"31.605,-99.081,10mi"
4,2019-11-01 15:26:19,I love when almost a whole paycheck goes to bills 🙃,,[],"31.605,-99.081,10mi"
5,2019-11-01 13:46:16,Ain’t that the truth!!😂 excited for the upcoming season!!! https://t.co/vaHuPumJmc,,[],"31.605,-99.081,10mi"
6,2019-11-01 11:51:39,"To everyone beginning to celebrate Christmas now:
It’s okay. Be holly jolly. Enjoy the festivity. Don’t let haters… https://t.co/eDmC1e6yUB",,[],"31.605,-99.081,10mi"
7,2019-11-01 11:51:33,Let’s be honest I’m refraining from taking my Christmas decorations to work today.....but you best believe it’s gon… https://t.co/xtYQarprm8,,[],"31.605,-99.081,10mi"
8,2019-11-01 09:29:00,"⚘You are not alone. God is with you, holding you, protecting you and loving you.⚘

#MayYouBeBlessedWithEnough… https://t.co/41i5HmIuzH",,[Hashtag(Text='MayYouBeBlessedWithEnough')],"31.605,-99.081,10mi"
9,2019-11-01 09:19:45,"‼Attention Parents‼
🤔If you continue to defend your child's WRONG behavior...One day you will pay an attorney to do… https://t.co/MmAI91eSFd",,[],"31.605,-99.081,10mi"
10,2019-11-01 09:10:04,"🌺Fear is a lousy leader.🌾

#MayYouBeBlessedWithEnough
#LoveOverHate #HateIsNotAnOption https://t.co/rc5EPnKnv6",,"[Hashtag(Text='MayYouBeBlessedWithEnough'), Hashtag(Text='LoveOverHate'), Hashtag(Text='HateIsNotAnOption')]","31.605,-99.081,10mi"
11,2019-11-01 08:55:52,"💙Texas Bluebonnets: A little bit of God's gifts to Texas💙

#MayYouBeBlessedWithEnough
#LoveOverHate… https://t.co/UZiZczPNJf",,"[Hashtag(Text='MayYouBeBlessedWithEnough'), Hashtag(Text='LoveOverHate')]","31.605,-99.081,10mi"
12,2019-11-01 08:50:59,"🙏1 Timothy 5:25
In the same way, the good deeds of some people are obvious. And the good deeds done in secret will… https://t.co/YzaO8u6rOE",,[],"31.605,-99.081,10mi"
13,2019-11-01 05:52:27,"People are just as wonderful as sunsets if you let them be. When I look at a sunset, I don't find myself saying, ""S… https://t.co/AD6OjgrUyx",,[],"31.605,-99.081,10mi"
0,2019-11-01 16:47:14,"We be telling y’all the truth, what y’all want us to do? Lie to y’all ? https://t.co/JVkcgVu4YJ",,[],"29.89,-98.132,10mi"
1,2019-11-01 16:46:52,my great grandma turned 94 yesterday ☝🏾 more life 🥳,,[],"29.89,-98.132,10mi"
2,2019-11-01 16:46:07,"3.
(There is ZERO hope for repairing the damage of the last 3 years if we fail to reach across the aisle!
You think… https://t.co/0EPQhSWPjB",,[],"29.89,-98.132,10mi"
3,2019-11-01 16:44:14,does anyone else remember when Miller banned Smarties bc kids were crushing them up and snorting them?,,[],"29.89,-98.132,10mi"
4,2019-11-01 16:44:03,Teyana Taylor and Kehlani did not have to give us that gem🥵,,[],"29.89,-98.132,10mi"
5,2019-11-01 16:43:59,"2.
Obama is committed to a notion of reaching across the aisle that may have seemed necessary in 2012, but not so much in 2019.
(What!?)",,[],"29.89,-98.132,10mi"
6,2019-11-01 16:42:59,I have so much work to do it’s driving me crazy 🥴,,[],"29.89,-98.132,10mi"
7,2019-11-01 16:42:42,"they gone come for him next, protect bro at all costs he doing some great shit https://t.co/Dtl2wWxiGQ",,[],"29.89,-98.132,10mi"
8,2019-11-01 16:42:37,@asparkssss Nah it's all about that Toyotathon baaabyyy,,[],"29.89,-98.132,10mi"
9,2019-11-01 16:42:28,Another day being broke :) honey bun for lunch it is,,[],"29.89,-98.132,10mi"
10,2019-11-01 16:42:04,"1.
Obama has offered these platitudes without much evidence that progressives, Black Lives Matter activists or youn… https://t.co/NCwqZy0YCU",,[],"29.89,-98.132,10mi"
11,2019-11-01 16:42:03,she. is. precious. https://t.co/ZdNwKKubYv,,[],"29.89,-98.132,10mi"
12,2019-11-01 16:41:18,@SkiMask_mode says the one who was awake and didn’t go to class 💀,,[],"29.89,-98.132,10mi"
0,2019-11-01 16:44:53,Our community is incredible!  170 fulltime traveling kids went trick or treating at the RSI rally happening in Texa… https://t.co/CwAbnMgfX0,"{'type': 'Point', 'coordinates': [29.56475141, -98.95434751]}",[],"29.643,-98.809,10mi"
1,2019-11-01 16:32:09,We’re loving this Army Green 4Runner! What do you think of the new 2020 TRD Pro color? https://t.co/JDlCtSXjHV,,[],"29.643,-98.809,10mi"
2,2019-11-01 16:31:31,Wow he won Halloween https://t.co/PowzEnOU1X,,[],"29.643,-98.809,10mi"
3,2019-11-01 16:23:11,A husband: https://t.co/UNMTBKA2p6,,[],"29.643,-98.809,10mi"
4,2019-11-01 16:08:03,@SnowTheGawd cutie,,[],"29.643,-98.809,10mi"
5,2019-11-01 16:05:23,"Good morning ☀️ how was everyone’s Halloween?! It was a cold one for us 🥶 There’s a new post up on my blog, sharing… https://t.co/oTOufX1Fpl","{'type': 'Point', 'coordinates': [29.5653, -98.6893]}",[],"29.643,-98.809,10mi"
6,2019-11-01 16:01:10,Waiiiiiitttt waaaiiiitttt waaaittt she wasn’t ready !!!🤣🤣🤣🤣🤣🤣🤣 https://t.co/2aBC2oYeLX,,[],"29.643,-98.809,10mi"
