,created,text,location,hashtags,locationcoor
5,2019-11-02 01:16:12,i’m about to take my strep throat butt up to this game bc this blue screen is not okay 😑,,[],"37.166,-101.367,10mi"
6,2019-11-01 22:46:29,@CoachNess45 Good luck on your season,,[],"37.166,-101.367,10mi"
7,2019-11-01 22:39:36,"THE CHAD WAS GREAT 

man I haven’t seen Charlie’s Angles in a whiiiiiile.",,[],"37.166,-101.367,10mi"
8,2019-11-01 17:37:48,this morning has been better than this entire week has been,,[],"37.166,-101.367,10mi"
9,2019-11-01 15:59:33,me rn https://t.co/TW5E2x6yE9,,[],"37.166,-101.367,10mi"
10,2019-11-01 15:53:17,you had to have it all but have you had enough?,,[],"37.166,-101.367,10mi"
11,2019-11-01 14:29:42,"The Rowdy Crowd Theme is ""Let it Snow."" Bundle up in winter gear and get ready for a snowball fight! ☃️ https://t.co/Srik0o58G9",,[],"37.166,-101.367,10mi"
12,2019-11-01 00:54:15,@heyyyyarenis IT’S FINE CAUSE THE NEXT ONE IS AT HIS BUDDY’S HOUSE AND ALL HE HAS TO DO IS BRING THE GAMES,,[],"37.166,-101.367,10mi"
13,2019-11-01 00:26:08,IT’S FUNNY CAUSE IT WOULD TAKE HIM FOREVER TO ACTUALLY CLEAN THE STADIUM WITH THAT LITTLE HAND HELD VACUUM!!,,[],"37.166,-101.367,10mi"
14,2019-11-01 00:10:33,HAPPY BIRTHDAY @DeweyAubree. Hope you've had a great day!,,[],"37.166,-101.367,10mi"
15,2019-10-31 22:42:04,I AM SO SAD I AM SICK TONIGHT. Literally was looking forward to Halloween allllllll month. 😭😭,,[],"37.166,-101.367,10mi"
16,2019-10-31 21:38:02,today is halloween??? wtf,,[],"37.166,-101.367,10mi"
0,2019-11-02 19:34:05,No way we can put that through the combine. #harvest19 will continue next spring https://t.co/oMay3xNAeR,"{'type': 'Point', 'coordinates': [53.21888656, -107.63502844]}",[Hashtag(Text='harvest19')],"53.116,-107.73,10mi"
1,2019-11-02 19:33:01,Taking the machines home. Mother Nature forced our unconditional surrender. https://t.co/CX7YNEGuvA,"{'type': 'Point', 'coordinates': [53.21372856, -107.63567531]}",[],"53.116,-107.73,10mi"
0,2019-11-02 22:41:18,Walking in the park #toomuchcandy #saskatchewan #canada #theprairies #goldenhour #bison #itschilly @ Wanuskewin Her… https://t.co/pbGNWivq1C,"{'type': 'Point', 'coordinates': [52.22407366, -106.59617498]}","[Hashtag(Text='toomuchcandy'), Hashtag(Text='saskatchewan'), Hashtag(Text='canada'), Hashtag(Text='theprairies'), Hashtag(Text='goldenhour'), Hashtag(Text='bison'), Hashtag(Text='itschilly')]","52.311,-106.604,10mi"
1,2019-11-02 22:37:18,@sara_daniels these two are getting big #nephews #sunshine #prairies #saskatchewan #canada @ Wanuskewin Heritage  P… https://t.co/gyJFDFqCYt,"{'type': 'Point', 'coordinates': [52.22407366, -106.59617498]}","[Hashtag(Text='nephews'), Hashtag(Text='sunshine'), Hashtag(Text='prairies'), Hashtag(Text='saskatchewan'), Hashtag(Text='canada')]","52.311,-106.604,10mi"
2,2019-11-02 21:34:05,Celebrating the youth thru song &amp; dance! #harmony #wacipi2019 #yxe https://t.co/i1saAhYTk9,,"[Hashtag(Text='harmony'), Hashtag(Text='wacipi2019'), Hashtag(Text='yxe')]","52.311,-106.604,10mi"
3,2019-11-02 19:17:09,Senior Boys Vball home tournament on today! Junior boys up next. Senior boys playing in the semis next #whsproud… https://t.co/3VJzWRbA3F,,[Hashtag(Text='whsproud')],"52.311,-106.604,10mi"
4,2019-11-02 19:14:12,"Junior Girls are at Conferences today. Lost first match against Martensville: 21-25,25-21,10-15. Next match vs Stobart at 1 #whsproud",,[Hashtag(Text='whsproud')],"52.311,-106.604,10mi"
5,2019-11-02 15:48:54,@charmaindawn @PSSDMHS Looks Amazing!!,,[],"52.311,-106.604,10mi"
6,2019-11-02 14:35:07,@brettlauther Coming and bringing 20 odd thousand of my friends to make some GREEN NOISE!,,[],"52.311,-106.604,10mi"
7,2019-11-02 13:30:15,As am I!!! https://t.co/znEP0JMPpn,,[],"52.311,-106.604,10mi"
8,2019-11-02 13:15:12,@fakeGAINER Thank God you're back with these reports!!! I was never sure what to expect come game time.  I can plan appropriately now!!!,,[],"52.311,-106.604,10mi"
9,2019-11-02 04:01:14,So proud of the #BashBros 👊 #tinytots #intertribal #dancing #powwow this weekend @SaskTelCtr #Saskatoon 🇨🇦… https://t.co/gMhuxNpx9O,,"[Hashtag(Text='BashBros'), Hashtag(Text='tinytots'), Hashtag(Text='intertribal'), Hashtag(Text='dancing'), Hashtag(Text='powwow'), Hashtag(Text='Saskatoon')]","52.311,-106.604,10mi"
10,2019-11-02 03:35:44,"@BSnowsell How about, does trump have nipple piercings?",,[],"52.311,-106.604,10mi"
11,2019-11-02 03:19:27,#Koda 🐂 #Kozey #dancing at #spiritofournations #powwow @SaskTelCtr this weekend #Indigenous #culture #celebration… https://t.co/o8HSwP5B3P,,"[Hashtag(Text='Koda'), Hashtag(Text='Kozey'), Hashtag(Text='dancing'), Hashtag(Text='spiritofournations'), Hashtag(Text='powwow'), Hashtag(Text='Indigenous'), Hashtag(Text='culture'), Hashtag(Text='celebration')]","52.311,-106.604,10mi"
12,2019-11-02 01:33:29,"@fsinations Spirit of Our Nations Pow wow in Saskatoon, SK this weekend @SaskTelCtr with @HomeSIGA  @SaskPower… https://t.co/IHG5H91Wvo",,[],"52.311,-106.604,10mi"
13,2019-11-02 01:17:38,Come see Lyndon J Linklater and I at the Gathering of Nations Pow Wow today and through the weekend. Let's talk abo… https://t.co/I4yRRHc4lO,"{'type': 'Point', 'coordinates': [52.1892596, -106.67911291]}",[],"52.311,-106.604,10mi"
14,2019-11-02 00:10:12,Getting set for tonight’s grand entry ! #wacipi #yxe https://t.co/vm25towjwP,,"[Hashtag(Text='wacipi'), Hashtag(Text='yxe')]","52.311,-106.604,10mi"
15,2019-11-01 21:50:59,Congrats brother @CSuess15 you deserve it. Can’t wait to watch tonight. https://t.co/yxkBMefoNX,,[],"52.311,-106.604,10mi"
16,2019-11-01 19:45:41,@angelawya Excellent idea!,,[],"52.311,-106.604,10mi"
17,2019-11-01 19:36:53,@LenardMonkman1 So very tragic. No parent should experience this. My heart goes out to the little one’s family.,,[],"52.311,-106.604,10mi"
18,2019-11-01 15:10:58,Awe...I miss Josh..... https://t.co/ZcI7ENdIqN,,[],"52.311,-106.604,10mi"
19,2019-11-01 15:06:05,@RougeDalts 💔💔💔💔💔💔 No words. Just so inexcusable...so heartwrenching. That POOR BABE. 💔💔💔💔💔,,[],"52.311,-106.604,10mi"
20,2019-11-01 15:00:11,@Safimod @3ghosts_4ghosts Uh oh. Be careful my friend!! https://t.co/0UTbmrBjmv,,[],"52.311,-106.604,10mi"
21,2019-11-01 14:50:08,@DustyFootDre That was terrifying for first thing in morning. 😮😱,,[],"52.311,-106.604,10mi"
22,2019-11-01 14:34:36,@morettiphd @VincentRule @GregOnSports Ya. I'm sorry. Knee jerk reaction. 🤷‍♀️ (and knowing my 17 year olds are tra… https://t.co/h21hi68kpa,,[],"52.311,-106.604,10mi"
23,2019-11-01 14:12:08,I was on ‘Elsa makeup’ duty this am. No idea how to do makeup but she is convinced that she is a dead ringer for a… https://t.co/HUoaDaYd4Q,"{'type': 'Point', 'coordinates': [52.3185, -106.5719]}",[],"52.311,-106.604,10mi"
0,2019-10-27 23:50:13,@TehFalom @MarieFrRenaud You do realize that it takes about 10 private sector jobs to pay for one public sector job… https://t.co/gFwfHAx8l5,,[],"52.262,-105.658,10mi"
0,2019-11-02 22:42:18,"@Safimod Okay, I may have been a bit harsh, but man, I don’t care what you did yesterday, in the biggest game of th… https://t.co/mvnLxpRNne",,[],"53.089,-105.725,10mi"
1,2019-11-02 22:21:14,"@bnowakowski85 True, I just see other teams with quality kickers make those on a regular basis.",,[],"53.089,-105.725,10mi"
2,2019-11-02 22:17:43,Lauther can go. Fucked the pooch on 9 possible points.,,[],"53.089,-105.725,10mi"
3,2019-11-02 21:51:15,I love a convention where there is jigging. #skndp19 #puttingpeoplefirst #peoplefirst @ Plaza 88 Event Centre https://t.co/mcW0vNFt33,"{'type': 'Point', 'coordinates': [53.20522854, -105.75297637]}","[Hashtag(Text='skndp19'), Hashtag(Text='puttingpeoplefirst'), Hashtag(Text='peoplefirst')]","53.089,-105.725,10mi"
4,2019-11-02 21:06:33,@kenny_sherlock @Sask_NDP @ryanmeili It improved even after,,[],"53.089,-105.725,10mi"
5,2019-11-02 19:56:49,"@kenny_sherlock @Sask_NDP @ryanmeili How about less corporate and out of province donations to the SK Party, influencing them.",,[],"53.089,-105.725,10mi"
6,2019-11-02 19:52:00,@lfcstatus ...it’s very apparent it’s happening..,,[],"53.089,-105.725,10mi"
7,2019-11-02 19:41:00,@kenny_sherlock @Sask_NDP @ryanmeili I did,,[],"53.089,-105.725,10mi"
8,2019-11-02 19:37:06,@kenny_sherlock @Sask_NDP @ryanmeili Guess everything is black and white for you. Guess you think SK is the same as… https://t.co/1axErBARMW,,[],"53.089,-105.725,10mi"
9,2019-11-02 19:33:07,"@kenny_sherlock @Sask_NDP @ryanmeili And not offended, just want something relevant to what your are supposedly promoting.",,[],"53.089,-105.725,10mi"
10,2019-11-02 19:32:22,"@kenny_sherlock @Sask_NDP @ryanmeili You will just chew on them anyway, lol. The youth won't be unemployed because… https://t.co/c9IIkoaFKw",,[],"53.089,-105.725,10mi"
11,2019-11-02 19:29:30,@kenny_sherlock @Sask_NDP @ryanmeili And they supply everything including education,,[],"53.089,-105.725,10mi"
12,2019-11-02 19:20:26,@kenny_sherlock @Sask_NDP @ryanmeili Somehow Venezuela and SK don't have the same economic factors... you're not ev… https://t.co/YYk0Ij1FV8,,[],"53.089,-105.725,10mi"
13,2019-11-02 19:18:12,"@kenny_sherlock @Sask_NDP @ryanmeili Your logic is that giving them a living wage, eliminates their ability to leav… https://t.co/bDlmCeT4JY",,[],"53.089,-105.725,10mi"
14,2019-11-02 19:09:20,@kenny_sherlock @Sask_NDP @ryanmeili That's a crock! You're saying they can hit more now than you did then. For a g… https://t.co/gLUnp9PQos,,[],"53.089,-105.725,10mi"
15,2019-11-02 19:07:45,@kenny_sherlock @Sask_NDP @ryanmeili People against blindly oppose yelling union as they are afraid that it will le… https://t.co/V2cfHt5CpL,,[],"53.089,-105.725,10mi"
16,2019-11-02 19:06:38,"@kenny_sherlock @Sask_NDP @ryanmeili There are many outside factors, as you know. How many people left poverty stat… https://t.co/3ECrQO9QG9",,[],"53.089,-105.725,10mi"
17,2019-11-02 18:37:12,@kenny_sherlock @Sask_NDP @ryanmeili Do you disagree that people should be paid a living wage?,,[],"53.089,-105.725,10mi"
18,2019-11-02 18:36:28,@kenny_sherlock @Sask_NDP @ryanmeili Your source that it kills jobs. It did the opposite in AB.,,[],"53.089,-105.725,10mi"
19,2019-11-02 18:31:24,@kenny_sherlock @Sask_NDP @ryanmeili Where is your source?,,[],"53.089,-105.725,10mi"
0,2019-11-02 20:41:11,#imperial #kveik #ipa 👏👏 @BandedPeak_Brew 👍#dank #yummy #goodness #numnum🍻 #welldone #abcraftbeer… https://t.co/1vt3Fpgl3O,"{'type': 'Point', 'coordinates': [55.5036893, -114.9242916]}","[Hashtag(Text='imperial'), Hashtag(Text='kveik'), Hashtag(Text='ipa'), Hashtag(Text='dank'), Hashtag(Text='yummy'), Hashtag(Text='goodness'), Hashtag(Text='numnum'), Hashtag(Text='welldone'), Hashtag(Text='abcraftbeer')]","55.524,-114.899,10mi"
1,2019-10-26 00:47:25,#frikin #beautiful #gewurztraminer giantheadwinery #delicious😋 @ The Cottage At Marten Beach https://t.co/LexudK4us5,"{'type': 'Point', 'coordinates': [55.5036893, -114.9242916]}","[Hashtag(Text='frikin'), Hashtag(Text='beautiful'), Hashtag(Text='gewurztraminer'), Hashtag(Text='delicious')]","55.524,-114.899,10mi"
0,2019-11-02 20:39:47,@SnowbunnySam Doing their job,,[],"38.438,-107.98,10mi"
1,2019-11-02 19:31:24,"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""Client Re… https://t.co/nf6QGHsbw3","{'type': 'Point', 'coordinates': [38.4783198, -107.8761738]}",[],"38.438,-107.98,10mi"
2,2019-11-02 17:06:54,@_HaileyQueen_ Down,,[],"38.438,-107.98,10mi"
3,2019-11-02 17:06:22,@NakedTL @_HaileyQueen_ Damn,,[],"38.438,-107.98,10mi"
4,2019-11-02 14:47:43,@SnowbunnySam Damn 👀,,[],"38.438,-107.98,10mi"
5,2019-11-02 13:18:18,@AmFamRob @JusSayNate @phsmustangs 100% agreement rob !,,[],"38.438,-107.98,10mi"
6,2019-11-02 13:13:14,@CoachPaulHalpin Thanks Paul !!!,,[],"38.438,-107.98,10mi"
7,2019-11-02 12:57:56,@vpcoachward Thanks keep rolling bison ✊🏼,,[],"38.438,-107.98,10mi"
0,2019-11-02 21:28:44,"Fresenius Medical Care is looking for teammates like you. See our latest RN job openings, including ""Outpatient Reg… https://t.co/nnGkBMgSoc","{'type': 'Point', 'coordinates': [38.809803, -82.2023691]}",[],"38.7,-82.245,10mi"
1,2019-11-02 04:29:59,@Cocainejesuss @BigRedAFerg So look sometimes you gotta crawl sometimes you gotta swim still don’t change the fact… https://t.co/D3wToCZXv9,,[],"38.7,-82.245,10mi"
2,2019-11-02 04:06:09,@Cocainejesuss @BigRedAFerg As true as your statement might be when you’re hungry for a corn dog a midget with a bu… https://t.co/KJO4IIa4v0,,[],"38.7,-82.245,10mi"
3,2019-11-02 04:01:41,@Cocainejesuss @BigRedAFerg That may be true but you can’t eat at the Chinese buffet if there’s no duck sauce.,,[],"38.7,-82.245,10mi"
4,2019-11-02 03:58:38,@Cocainejesuss @BigRedAFerg You’re a towel.,,[],"38.7,-82.245,10mi"
5,2019-11-02 03:31:11,@BigRedAFerg Technically those took place before 1776 so America was not yet a country.,,[],"38.7,-82.245,10mi"
0,2019-11-02 23:01:04,"And just like that, it’s 1-1. Let’s go Warriors!!! #WarriorNation @Schroedersoccer https://t.co/F72hIfAGZo",,[Hashtag(Text='WarriorNation')],"42.819,-77.159,10mi"
1,2019-11-02 22:39:47,Interesting interview with Manfred Eicher of ECM that goes into detail about both the label’s visual aesthetic &amp; it… https://t.co/d2e68hJfy8,,[],"42.819,-77.159,10mi"
2,2019-11-02 22:35:38,BRAVES Win!!!! https://t.co/KY3zzwTfak,,[],"42.819,-77.159,10mi"
3,2019-11-02 22:35:01,"Want to work at Thompson Health? We're hiring in Canandaigua, NY! Click for details: https://t.co/Wba9C6TCNy… https://t.co/YTHDGacDTl","{'type': 'Point', 'coordinates': [42.887535, -77.2816984]}",[],"42.819,-77.159,10mi"
4,2019-11-02 22:19:09,"At the half of a tough game...
Penfield 1
Schroeder 0
#WarriorNation https://t.co/QtrUEbIzSi",,[Hashtag(Text='WarriorNation')],"42.819,-77.159,10mi"
5,2019-11-02 22:14:17,“When you want to close down the bar but you get blackout at 8 o’clock and the only thing you close down is yourself”,,[],"42.819,-77.159,10mi"
6,2019-11-02 22:06:28,"Career tip for landing jobs like ""LABORER"" in #Geneva, NY. Go on informational interviews. The best way to get a me… https://t.co/p96Z9QnZzO","{'type': 'Point', 'coordinates': [42.8679836, -76.985557]}",[Hashtag(Text='Geneva')],"42.819,-77.159,10mi"
0,2019-11-02 22:58:52,Jimin dancing the choreo to Butterfly is one of the most beautiful things I have ever seen in my life. That’s my Te… https://t.co/LuImyqeJOc,,[],"35.742,-79.694,10mi"
1,2019-11-02 22:02:10,I Just want to be this thic https://t.co/CB6TZuUYFc,,[],"35.742,-79.694,10mi"
2,2019-11-02 21:35:03,"Mom and dad
@KristenMcgowann @christiand https://t.co/HFlUwtaQ0L",,[],"35.742,-79.694,10mi"
3,2019-11-02 21:04:41,Asheboro NC Sat Nov 2nd PM Forecast: TONIGHT Clear Lo 31 SUNDAY Sunny Hi 59,"{'type': 'Point', 'coordinates': [35.7369, -79.7703]}",[],"35.742,-79.694,10mi"
4,2019-11-02 21:02:41,Fuck that my nigga ate both of them https://t.co/ONw8NiaZjz,,[],"35.742,-79.694,10mi"
0,2019-11-02 22:50:42,"Warming up day 2 Louisburg classic! #dcccstormbasketball @ Louisburg, North Carolina https://t.co/idCNNTL7t1","{'type': 'Point', 'coordinates': [36.1004, -78.299]}",[Hashtag(Text='dcccstormbasketball')],"36.093,-78.321,10mi"
1,2019-11-02 22:19:23,💯already know how we coming https://t.co/1KmVGglcDM,,[],"36.093,-78.321,10mi"
2,2019-11-02 22:19:05,"Listen. I made @LilTwist laugh today, Life is good. 🥰",,[],"36.093,-78.321,10mi"
3,2019-11-02 22:13:40,@AsaAvengers The Carters are here representing ATL! #31 💙,,[],"36.093,-78.321,10mi"
4,2019-11-02 22:11:48,@SethAbramson Definitely,,[],"36.093,-78.321,10mi"
5,2019-11-02 21:56:06,@tombatkai Nah just hadsome issues that will be fixed soon enough. It deadass been out for a week people needa relax lmao,,[],"36.093,-78.321,10mi"
6,2019-11-02 21:52:55,@JabooBurner She good https://t.co/sJdiNNKGGt,,[],"36.093,-78.321,10mi"
7,2019-11-02 21:48:50,Felt this heavy all i do is work it feels like https://t.co/kSdbFYBqdd,,[],"36.093,-78.321,10mi"
8,2019-11-02 21:43:10,@leftrightbich Lil keed,,[],"36.093,-78.321,10mi"
9,2019-11-02 21:25:11,@WhosDeadloccs On god!!,,[],"36.093,-78.321,10mi"
10,2019-11-02 21:24:41,Loser*,,[],"36.093,-78.321,10mi"
11,2019-11-02 21:22:39,He a lose and his music ass. Not surprised https://t.co/FxsJQYEeMt,,[],"36.093,-78.321,10mi"
12,2019-11-02 20:04:55,"If you're looking for work in #Youngsville, NC, check out this #EventsMarketing job via the link in our bio: PRODUC… https://t.co/e9LdaRlrOI","{'type': 'Point', 'coordinates': [36.0248732, -78.4744439]}","[Hashtag(Text='Youngsville'), Hashtag(Text='EventsMarketing')]","36.093,-78.321,10mi"
13,2019-11-02 17:44:22,"Dollar General Corporation is looking for teammates like you. See our latest #Transportation job openings, includin… https://t.co/pgGVH9BxY0","{'type': 'Point', 'coordinates': [35.9589698, -78.2510409]}",[Hashtag(Text='Transportation')],"36.093,-78.321,10mi"
14,2019-11-02 16:01:48,6’1 235/240 can play LB/DE  Louisburg junior college ! https://t.co/pTK2fOcBqV https://t.co/Z82G3Ua5I2,,[],"36.093,-78.321,10mi"
15,2019-11-02 14:51:35,ONE TO GO!! Fan appreciation night is tonight. Deep discounts for tickets online. Discounts on merchandise at the v… https://t.co/xustEpsgF6,"{'type': 'Point', 'coordinates': [36.02902, -78.46073]}",[],"36.093,-78.321,10mi"
16,2019-11-02 13:34:24,Happy birthday Brudda https://t.co/bgSE45PLXW,,[],"36.093,-78.321,10mi"
17,2019-11-02 13:14:52,Lemme find out I brought a future educator in this world! 🥰🥰,,[],"36.093,-78.321,10mi"
0,2019-11-02 22:34:31,"Don't be shy. Score a job like ""LTL STOCKER"" at Lowe's by asking for referrals. It's a great way to get a meeting w… https://t.co/TIngKrDkoe","{'type': 'Point', 'coordinates': [37.3833135, -76.5323295]}",[],"37.359,-76.476,10mi"
1,2019-11-02 22:31:34,Stopped off at Scoot’s BBQ this afternoon from a long day of shooting... some of the best BBQ 🍖 around 757 !… https://t.co/swZ49eKK8x,"{'type': 'Point', 'coordinates': [37.26848, -76.494]}",[],"37.359,-76.476,10mi"
2,2019-11-02 21:22:44,Looking to score a job at Ulta Beauty? You're in luck. Click the link in our bio for the job description and inform… https://t.co/Opqcah2hdn,"{'type': 'Point', 'coordinates': [37.3975066, -76.5270741]}",[],"37.359,-76.476,10mi"
3,2019-11-02 21:02:06,Showcasing some work from last weekend. Let me know what you guys think. 🖤 https://t.co/BNlEFzYUpk,,[],"37.359,-76.476,10mi"
0,2019-11-02 19:15:44,"We're hiring! Read about our latest job opening here: STORE MANAGER CANDIDATE - https://t.co/laBFe5Zl8q #Retail #Danielsville, GA","{'type': 'Point', 'coordinates': [34.1242771, -83.2212629]}","[Hashtag(Text='Retail'), Hashtag(Text='Danielsville')]","34.108,-83.037,10mi"
0,2019-10-26 16:29:08,My family legacy is rooted at @BenedictEDU. Two of my sisters &amp; both my brother-in-laws are alumni. HBCUs are woven… https://t.co/1DNz69EsvJ,,[],"32.983,-80.238,10mi"
1,2019-10-29 18:02:28,This is victory for student athletes around the country and underscores the principle that students don’t shead the… https://t.co/L51mufzveL,,[],"32.983,-80.238,10mi"
2,2019-11-02 23:04:26,"This month I’m donating 11% of all my sales to @Movember &amp; @GetHairy  https://t.co/wrz8DWnHia

#movember… https://t.co/kReizO7c3H",,[Hashtag(Text='movember')],"32.983,-80.238,10mi"
3,2019-11-02 23:01:35,1258 redbank rd suite 101 goose creek sc 29445 stop in to @younglordboo  and check us out or give us a call 8434592… https://t.co/IqWnUJuCkC,"{'type': 'Point', 'coordinates': [32.97044667, -80.01315642]}",[],"32.983,-80.238,10mi"
4,2019-11-02 23:00:35,"My harem pants will be here on Tuesday, I am one happy girl",,[],"32.983,-80.238,10mi"
5,2019-11-02 22:59:05,Say what I will...South Carolina beat him 😎 https://t.co/JvnrOmH7f7,,[],"32.983,-80.238,10mi"
6,2019-11-02 22:56:48,Prepare yourselves for FOUR SETS of @UmphreysMcGee coming to you live &amp; direct from the inaugural #WoodlandsFest in… https://t.co/ztI12MT0Ri,"{'type': 'Point', 'coordinates': [32.8929602, -80.1321515]}",[Hashtag(Text='WoodlandsFest')],"32.983,-80.238,10mi"
7,2019-11-02 22:56:15,@cabbageOpt @jlharrison_news Oh haven't seen Disney in years,,[],"32.983,-80.238,10mi"
8,2019-11-02 22:51:49,Somebody offered to let me pet their service animal and I internally screamed so loud,,[],"32.983,-80.238,10mi"
9,2019-11-02 22:48:05,Barnett should be fired in about twenty minutes #FSUTwitter,,[Hashtag(Text='FSUTwitter')],"32.983,-80.238,10mi"
10,2019-11-02 22:46:44,It’s time to quit out 9 to 5 bros https://t.co/t6D75Y9Ko1,,[],"32.983,-80.238,10mi"
11,2019-11-02 22:45:20,"Who had the best in the NHL? Donate &amp; Save today!  https://t.co/wrz8DWnHia

#movember #noshavenovember… https://t.co/RblN6X8jPp",,"[Hashtag(Text='movember'), Hashtag(Text='noshavenovember')]","32.983,-80.238,10mi"
12,2019-11-02 22:43:11,@xBlakesavage @YouTube Bro you in the 843 ?,,[],"32.983,-80.238,10mi"
13,2019-11-02 22:39:24,"So sick of fake people hurting J.. this man is gold and yall are all losers.

So there.",,[],"32.983,-80.238,10mi"
14,2019-11-02 22:38:24,"What’s your style?  https://t.co/wrz8DWnHia

#movember #noshavenovember #cancerawareness #mentalhealthawareness… https://t.co/576whG621F",,"[Hashtag(Text='movember'), Hashtag(Text='noshavenovember'), Hashtag(Text='cancerawareness'), Hashtag(Text='mentalhealthawareness')]","32.983,-80.238,10mi"
15,2019-11-02 22:35:45,This UF offensive play calling?,,[],"32.983,-80.238,10mi"
16,2019-11-02 22:35:36,A lil nap goes a long way,,[],"32.983,-80.238,10mi"
0,2019-11-02 23:00:50,"Wow. What a game. What an exchange by Kirby + Jake postgame. 

@GeorgiaFootball still alive! 💪🏾 
#GoDawgs",,[Hashtag(Text='GoDawgs')],"35.173,-80.596,10mi"
1,2019-11-02 22:53:35,"Everything sports related has gone wrong today, so all my eggs are in the Hockey basket (hockey goal?) tonight https://t.co/vqKi5qNGVM",,[],"35.173,-80.596,10mi"
2,2019-11-02 22:44:43,@ItsCodiBryan Yeah I looked into it cause I’m precise like that son 🤓,,[],"35.173,-80.596,10mi"
3,2019-11-02 22:37:39,@WestZaboo @neylandmafia What the fuck is your problem? https://t.co/82fgCcYvu4,,[],"35.173,-80.596,10mi"
4,2019-11-02 22:35:51,someone help a girl out?! https://t.co/wyV0EK4BIc,,[],"35.173,-80.596,10mi"
5,2019-11-02 22:31:49,Heck Yeah! @CharlotteFTBL Wins 34-20. #GoldStandard,,[Hashtag(Text='GoldStandard')],"35.173,-80.596,10mi"
6,2019-11-02 22:23:59,"Tonight, before you put those costumes away for goOd! Bakadi Lounge tonight bring em out, bring em out! @ Bakadi Lo… https://t.co/jXZuEvBgYh","{'type': 'Point', 'coordinates': [35.19600279, -80.78943818]}",[],"35.173,-80.596,10mi"
7,2019-11-02 22:21:07,Skincare Twitter is the worst,,[],"35.173,-80.596,10mi"
8,2019-11-02 22:17:32,Panthers rebound against the Titans. Open at 12:30. douglasgerin  and cocoloco666  whipping up their award winning… https://t.co/w6gfNta1D5,"{'type': 'Point', 'coordinates': [35.21998625, -80.80472258]}",[],"35.173,-80.596,10mi"
9,2019-11-02 22:07:25,@BruceExclusive This feels very off brand for you,,[],"35.173,-80.596,10mi"
10,2019-11-02 22:03:12,I agree with you totally! My husband has a graduate degree but our daughter didn’t spend a lot of time at college b… https://t.co/gg1Kk199Ph,,[],"35.173,-80.596,10mi"
